代號,名稱,年/月,營業利益率,稅後淨利率,每股盈餘,ROE(A)－稅後,速動比率,負債比率,來自營運之現金流量,營收成長率,股利殖利率,現金股利率,普通股每股現金股利（盈餘及公積）,交易所主產業代碼,利息保障倍數,總資產週轉次數,存貨週轉率（次）,平均收帳天數,平均售貨天數
6525,捷敏-KY,2016/12,21.23,19.33,5.53,22.67,267.75,25.7,"698,360",8.22,7.24,7.24,3.8,M2300,9077.8,0.86,17.61,70.09,20.73
6531,愛普,2016/12,16.58,12.24,6.07,16.61,280.35,24.61,"398,825",21.5,2.78,2.78,2,M2300,751.02,1.07,5.5,118.02,66.32
6533,晶心科,2016/12,-17.98,-15.27,-0.86,-3.9,2507.52,3.92,"-44,763",-4.7,0,0,0,M2300,,0.25,0.86,97.99,423.31
6541,泰福-KY,2016/12,,,-6.61,-49.57,560.52,7.73,"-833,426",,0,0,0,M1700,,0,0,,
6552,易華電,2016/12,11.09,8.17,1.51,9.3,249.63,14.66,"405,513",5.01,2.26,2.26,0.75,M2300,165.45,0.97,7.84,63.82,46.58
6558,興能高,2016/12,10.94,10.07,1.81,14.87,246.4,27.83,"141,930",30.32,4.58,4.58,0.9,M2300,3557.09,1.09,5.95,74.93,61.38
6573,虹揚-KY,2016/12,10.87,8.34,3.17,18.54,87.58,54.05,"199,698",9.29,,,1,M2300,11.5,0.93,6.03,150.53,60.57
6579,研揚,2016/12,12.03,10.1,5.32,19.06,216.5,28.6,"760,821",28.2,4.09,4.09,4.27,M2300,260.97,1.35,3.99,50.48,91.48
6581,鋼聯,2016/12,43.3,33.8,5.15,30.5,131.65,18.82,"698,263",8.69,3.82,3.82,3.4,M9900,139.07,0.7,4.93,17.75,74
6582,申豐,2016/12,23.44,19.49,6.3,26.12,67.43,20.61,"714,586",-14.13,4.73,4.73,3.62,M2100,1557.27,1.06,8.7,40.26,41.96
6591,動力-KY,2016/12,18.28,12.54,10.19,40.93,173.13,49.23,"-3,913",39.57,3.51,1.76,1.5,M2300,108.35,1.42,8.66,129.38,42.15
6592,和潤企業,2016/12,12.54,10.95,3.4,15.15,100.68,90.33,"-5,194,578",-2.04,,,1.5,M9900,1067.63,0.13,23.05,2426.75,15.83
6605,帝寶,2016/12,11.61,7.52,7.19,10.09,73.07,56.08,"2,775,443",4.76,3.5,3.5,3,M1500,8.7,0.58,2.81,71,129.87
6625,必應,2016/12,6.01,4.78,1.57,16.48,116.51,49.11,"94,131",28.16,,,0.13,M9900,15.72,1.32,0,81.49,0
6641,基士德-KY,2016/12,6.29,5.85,2.52,11.52,159.53,40,"151,920",10.21,,,1.06,M9900,358.28,1.17,6.93,63.7,52.65
6655,科定,2016/12,15.85,9.46,2.82,12.28,85.62,57.86,"233,912",6.93,,,2.5,M9900,13.78,0.64,1.13,32.44,324.36
6666,羅麗芬-KY,2016/12,24.04,19.48,2.38,185.79,58.97,80.82,"222,693",106.88,,,10.18,M1700,,1.27,2.55,43.49,143.38
6668,中揚光,2016/12,26.16,20.15,4.34,32.06,74.28,46.62,"-38,036",178.45,,,1,M9900,58.08,0.83,2.47,83.94,147.65
6669,緯穎,2016/12,1.41,0.98,4.46,22.87,62.13,84.21,"-4,830,416",193.8,,,1,M2300,11.21,3.59,7.42,25.05,49.16
6670,復盛應用,2016/12,13.33,11.7,13.4,85.94,78.58,80.56,"2,054,210",-20.44,,,0,M9900,56.2,1.51,7.46,68.12,48.96
6671,三能-KY,2016/12,18.99,15.25,4.9,25.59,183.15,38.29,"431,171",-1.97,,,4.25,M9900,53.63,0.97,4.49,38.63,81.33
6672,騰輝電子-KY,2016/12,10.42,9.19,8.69,97.14,51.08,86.49,"-2,590",0.64,,,0.27,M2300,7.33,1.03,5.32,121.1,68.66
6674,鋐寶科技,2016/12,2.31,2.57,4.01,12.39,62.7,72.36,"51,154",86.11,,,0.5,M2300,723.17,1.5,3.19,32.8,114.4
6698,旭暉應材,2016/12,11.19,9.01,0.37,3.26,936.54,5.29,"23,955",5.25,,,0.3,M2300,,0.34,12.2,64.15,29.91
6706,惠特,2016/12,16.66,14.25,10.51,55.75,76.62,62.62,"115,791",291.03,,,3,M1500,141.93,1.67,2.62,73.15,139.29
6715,嘉基,2016/12,-32.37,-34.36,-3.19,-61.29,84.52,54.72,"-188,812",34.64,,,0,M2300,-66,0.8,3.11,95.16,117.39
8011,台通,2016/12,2.86,0.37,0.73,0.19,141.46,40.11,"-501,308",15.69,2.98,2.98,0.54,M2300,1.92,0.33,2.92,50.88,124.86
8016,矽創,2016/12,12.23,10.79,8.77,23.42,180.11,31.86,"1,119,554",9.97,5.85,5.85,6,M2300,849.61,1.44,5.06,30.89,72.14
8021,尖點,2016/12,10.5,7.93,1.55,5.46,277,26.37,"1,005,684",-6.36,4.61,4.61,0.91,M2300,13.76,0.5,4.62,153.61,78.95
8028,昇陽半導體,2016/12,14.78,11.15,,11.88,136.25,39.58,"496,284",12.39,7.5,7.5,1.5,M2300,20.47,0.66,5.38,74.22,67.85
8033,雷虎,2016/12,-27.65,-28.2,-1.52,-21.83,155.18,23.28,"-70,631",-22.58,0,0,0,M9900,-22.52,0.52,1.18,46.76,310.1
8039,台虹,2016/12,9.28,5.32,2.81,8.05,188,42.66,"1,495,852",0.16,5.83,5.83,2,M2300,8.39,0.87,7.46,156.99,48.92
8046,南電,2016/12,-8.04,-2.38,-1.07,-1.98,445.87,21.99,"519,506",-2.45,3.25,3.25,0.8,M2300,-25.51,0.65,8.52,76.49,42.85
8070,長華,2016/12,3.32,7.67,11.37,13.34,147.86,37.84,"1,197,309",-27.44,7.46,7.46,10,M2300,29.64,0.94,11.81,117.69,30.9
8072,陞泰,2016/12,2.19,2.68,0.31,1.42,790.78,8.14,"2,688",-9.51,2.25,2.25,0.5,M2300,,0.48,4.15,62.81,87.91
8081,致新,2016/12,11.73,10.89,4.67,10.1,235.52,30.85,"110,389",5.83,7.18,7.18,5,M2300,87.32,0.66,3.96,114.54,92.14
8101,華冠,2016/12,-4.47,-7.35,-3.73,-47.43,48.47,80.96,"-743,644",2.77,0,0,0,M2300,-9.76,1.6,8.05,46.01,45.35
8103,瀚荃,2016/12,13.78,9.44,3,10.19,199.25,33.21,"380,985",1.83,6.56,6.56,1.8,M2300,56.07,0.71,3.78,117.69,96.69
8104,錸寶,2016/12,11.61,15.47,11.82,58.24,75.99,73.27,"488,924",29.64,3.52,0.35,0.5,M2300,10.58,0.79,20.93,46.93,17.44
8105,凌巨,2016/12,5,5.41,1.43,8.05,163.08,36.18,"2,014,229",7.79,1.26,1.26,0.2,M2300,17.58,0.91,13.62,69.07,26.8
8110,華東,2016/12,5.43,5.03,0.93,5.59,83.74,48.59,"2,705,787",10.55,2.09,2.09,0.25,M2300,6.43,0.56,9.02,44.76,40.47
8112,至上,2016/12,1.69,1.17,3.7,20.52,80.16,76.55,"-12,135,067",44.19,10.34,10.34,2.48,M2300,6.59,4.82,18.27,37.66,19.98
8114,振樺電,2016/12,20.31,17.49,9.34,29.58,67.49,65.43,"888,760",25.45,4.52,4.52,7.94,M2300,11.96,0.67,3.18,61.87,114.91
8131,福懋科,2016/12,14.59,12.04,2.31,10.18,688.64,9.57,"2,642,071",-3.07,8.49,8.49,2,M2300,,0.76,6.5,71.3,56.12
8150,南茂,2016/12,10.87,6.67,1.78,7.19,252.31,48,"3,687,991",-2.39,4.15,4.15,1,M2300,10.49,0.57,8.32,79.71,43.88
8163,達方,2016/12,2.6,2.53,1.58,5.38,95.25,50.84,"2,052,867",-4.98,8.8,8.8,2,M2300,17.95,1.09,6.73,99.4,54.23
8201,無敵,2016/12,-22.27,-13.15,-1.16,-7.22,393.24,21.9,"-228,919",-32.81,0,0,0,M2300,-1223.49,0.43,12.69,53.98,28.76
8210,勤誠,2016/12,14.94,11.52,5.01,21.57,131.86,42.73,"725,170",17.36,5.79,5.79,3,M2300,104.81,1.08,6.27,75.66,58.21
8213,志超,2016/12,5.03,4.44,3.08,7.58,115.14,57.15,"1,897,311",-2.9,4.53,4.53,1.5,M2300,9.99,0.76,9.34,122,39.09
8215,明基材,2016/12,-1.36,-3.29,-1.31,-10.19,73.82,64.3,"728,946",-12.82,0,0,0,,-4.39,1.19,7.47,87.85,48.85
8222,寶一,2016/12,10.5,7.72,1.04,7.89,83.4,41.24,"169,992",4.1,3.26,3.26,0.8,M1500,16.82,0.61,1.66,50.45,219.49
8249,菱光,2016/12,6.91,5.98,2.03,7.38,145.96,25.98,"302,391",-11.42,7.62,7.62,1.6,M2300,,0.94,12.61,44.54,28.95
8261,富鼎,2016/12,1.59,4.12,0.88,5.35,202.4,25.66,"-56,101",10.27,3.19,3.19,0.7,M2300,10590.13,1.01,4.06,79.3,89.95
8271,宇瞻,2016/12,5.96,5.12,2.74,13.17,113.86,36.77,"136,803",-7.55,7.28,7.28,2.4,M2300,666.43,1.76,5.75,46.92,63.49
8341,日友,2016/12,41.42,33.8,5.5,26.1,171.76,27.95,"1,096,640",11.78,3.98,3.98,4.5,M9900,215.43,0.56,18.47,52.71,19.76
8367,建新國際,2016/12,16.41,12.5,2.4,10.23,88.63,59.08,"214,800",-0.64,,,1.1,M9900,7.3,0.33,0,62.17,0
8374,羅昇,2016/12,2.96,0.81,0.33,2.17,113.63,56.01,"-56,836",-3.71,0.53,0.53,0.1,M1500,4.31,1.1,4.14,111.65,88.12
8404,百和興業-KY,2016/12,16.26,14.73,1.96,11,121.18,32.68,"442,778",0.37,2.68,0.54,0.2,M9900,30.53,0.51,1.14,75.39,321.57
8411,福貞-KY,2016/12,9.1,7.26,2.84,7.69,116.61,42.61,"327,905",-3.4,4.14,1.02,0.35,M9900,10.41,0.64,5.11,92.53,71.37
8422,可寧衛,2016/12,53.48,46.12,13.23,28.09,679.06,11.35,"1,629,868",13.53,6.99,6.99,11.5,M9900,,0.53,442.15,90.33,0.83
8427,基勝-KY,2016/12,8.42,17.66,8.16,18.71,196.42,24.76,"-287,945",-18.09,6.14,6.14,4,M9900,324.58,0.71,2.42,86.8,150.65
8429,金麗-KY,2016/12,26.36,19.15,5.79,15.82,518.18,20.54,"1,323,994",-13.81,2.92,2.05,0.7,M2900,389.24,0.62,27.03,86.92,13.5
8442,威宏-KY,2016/12,2.56,2.3,2.51,8.62,74.4,57.4,"141,036",-5.9,4.58,4.58,2.2,M9900,10.47,1.56,6.71,44.43,54.36
8443,阿瘦,2016/12,-0.38,0.78,0.23,0.9,101.99,33.61,"243,760",-13.86,1.7,1.7,0.3,M2900,5.58,0.76,0.96,8.38,379.48
8454,富邦媒,2016/12,4.52,4.15,8.45,20.4,109.84,42.84,"1,206,149",9.52,4.07,4.07,8,M2900,432.85,2.85,113.39,0.62,3.22
8462,柏文,2016/12,11.02,9.44,3.96,20.41,51.49,46.75,"467,553",40.4,3.48,2.27,1.85,M2700,31.16,1.11,0,7.34,0
8463,潤泰材,2016/12,8.45,6.55,1.27,8,71.02,49.15,"374,990",-13.93,6.36,6.36,1.1,M9900,14.16,0.61,6.56,76.9,55.63
8464,億豐,2016/12,24.7,19.78,12.59,32.92,185.81,29.51,"4,178,061",12.15,3.01,3.01,10,M9900,905.28,1.1,3.45,41.55,105.72
8466,美吉吉-KY,2016/12,18.47,16.23,9.5,25.71,256.23,30.03,"824,829",4.05,5.79,5.79,7,M9900,685.43,1.07,9.95,103.62,36.67
8467,波力-KY,2016/12,2.43,6.13,1.84,5.69,103.12,37.22,"82,366",-23.41,4.56,4.56,1.54,M9900,12.37,0.62,3.03,63.12,120.59
8473,山林水,2016/12,33.32,26.64,3.95,10.15,209.7,37.23,"415,134",45.73,6.17,6.17,3.2,M9900,7.93,0.23,0,74.13,0
8478,東哥遊艇,2016/12,9.82,11.64,8.15,18.48,32.28,54.62,"170,002",44.39,2.41,0.48,0.65,M9900,20.67,0.83,1.22,27.99,299.72
8480,泰昇-KY,2016/12,21.78,19.3,9.41,33.12,234.45,12.45,"376,993",8.64,5.55,5.55,6,M9900,159.12,1.4,5.23,9.66,69.79
8481,政伸,2016/12,20.22,16.2,2.89,17.1,367.57,19.79,"207,878",-14.54,4.5,4.5,2.2,M9900,386.45,0.84,9.6,103.41,38.04
8482,商億-KY,2016/12,24.14,24.01,10.93,57.42,141.44,37.14,"1,278,984",0.75,,,12.08,M9900,316.18,1.25,4.47,37.46,81.73
8488,吉源-KY,2016/12,13.28,7.18,4.48,9.87,106.72,54.9,"-223,985",7.61,4.56,4.56,2,M9900,6.29,0.63,14.16,111.27,25.78
8497,格威傳媒,2016/12,5.42,5.11,3.24,23.61,156.11,37.61,"87,683",47.67,4.08,4.08,2.9,M3200,1275.38,2.46,0,56.37,0
8499,鼎炫-KY,2016/12,31.85,25.17,6.79,29.89,193.02,32.79,"383,354",-1.4,,,3.5,M2300,564.69,0.85,3.95,98.02,92.45
8926,台汽電,2016/12,13.03,80.56,1.61,8.2,173.02,22.43,"923,225",-23.85,5.38,5.38,1.2,M9700,27.81,0.08,91.21,55.86,4
8940,新天地,2016/12,2.83,2.02,0.47,3.73,87.32,52.97,"200,389",-9.24,0,0,0,M2700,5.14,0.9,9.9,16.63,36.87
8996,高力,2016/12,13.67,11.5,3.48,16.14,185.38,37.78,"375,903",24.3,5.38,5.38,3,M1500,27.41,0.83,3.35,75.3,108.86
9103,美德醫療-DR,2016/12,4.14,1.77,0.06,1.65,36.07,41.44,"151,679",-8.71,,,,M1700,1.91,0.53,1.35,89.13,270.37
9105,泰金寶-DR,2016/12,1.41,1.05,0.23,6.23,77.03,67.12,"9,960,589",-28.11,,,,M2300,3.95,1.77,9.1,82.64,40.09
9110,越南控-DR,2016/12,-3.21,-0.56,-0.03,-0.55,296.59,24.4,974,3.47,,,,M2200,0.51,0.74,5.11,0,71.41
9136,巨騰-DR,2016/12,7.69,7.37,1.88,7.46,121.53,47.71,"7,886,039",-12.08,,,,M2300,8.91,0.52,5.1,137.12,71.51
9188,精熙-DR,2016/12,9.44,6.35,0.18,3.65,502.36,18.98,"328,402",-6.9,,,,M2300,,0.48,11.46,72.71,31.85
9802,鈺齊-KY,2016/12,7.69,7.64,5.23,12.36,106.83,37.05,"1,233,286",0.37,5.13,5.13,3.19,M9900,50.68,1.01,4.27,50.51,85.39
9902,台火,2016/12,-21.63,5.36,0.04,0.38,2321.6,7.26,"-1,791",-20.61,0,0,0,M9900,32.99,0.07,0.13,102.38,2772.64
9904,寶成,2016/12,6.47,8.37,4.43,14.48,126.94,44.53,"15,705,925",2.16,3.73,3.73,1.5,M9900,20.97,0.96,4.45,47.82,81.98
9905,大華,2016/12,9.54,8.29,1.93,8.31,191.43,27.19,"1,474,040",-10.92,6.28,6.28,1.5,M9900,236.69,0.74,4.63,68.21,78.78
9906,欣巴巴,2016/12,9.53,5.62,0.69,6.13,5.39,71.08,"250,047",12.09,3.14,0,0,M2500,2.83,0.28,0.24,6.53,1490.72
9907,統一實,2016/12,5.74,3.27,0.68,5.5,60,51.99,"4,665,379",-9.48,2.74,2.74,0.38,M9900,3.59,0.78,7.76,37.38,47.03
9908,大台北,2016/12,12.31,20.7,1.42,6.62,242.85,27.26,"633,627",-14.69,4.12,4.12,1,M9700,858.57,0.23,17.83,39.63,20.48
9910,豐泰,2016/12,11.05,8.1,6.67,31.04,84.34,49.96,"6,147,057",4.16,4.32,4.32,5.2,M9900,155.88,1.95,7.97,26.41,45.82
9911,櫻花,2016/12,12.52,12.52,2.75,17.05,138.25,30.78,"863,096",8.78,7.52,7.52,2.5,M9900,1066.08,0.94,7.29,68.6,50.05
9912,偉聯,2016/12,-0.87,-1.09,-0.16,-1.47,88.64,27.47,"96,259",11.28,0,0,0,M2300,-2.75,0.93,2.4,41.11,152.34
9914,美利達,2016/12,6.72,8.36,6.42,14.48,93.53,39.45,"1,712,924",-18.48,2.78,2.78,4,M9900,108.28,1.04,6.22,28.91,58.64
9917,中保科,2016/12,19.5,4.77,1.4,6.11,88.61,50.92,"3,587,469",1.44,3.95,3.95,3.5,M9900,29.32,0.67,21.65,37.32,16.86
9918,欣天然,2016/12,12.42,12.59,1.25,7.8,291.12,34.35,"335,558",-16.74,3.61,3.61,1.15,M9700,,0.42,49.5,41.25,7.37
9919,康那香,2016/12,0.35,-13.57,-2.26,-18.94,137.38,54.16,"445,352",-8.37,1.84,1.84,0.2,M9900,-11.36,0.67,4.12,94.18,88.51
9921,巨大,2016/12,6.64,5.49,8.17,15.37,82.81,55.8,"2,446,722",-5.29,2.73,2.73,5,M9900,33.53,1.24,3.15,72.5,115.76
9924,福興,2016/12,13.18,9.83,4.35,15.92,212.01,30.82,"1,476,596",5.16,6.7,6.7,2.8,M9900,1852.03,1.12,7.87,72.29,46.38
9925,新保,2016/12,12.95,14.05,2.55,10.22,187.73,30.9,"973,520",2.4,5.01,5.01,2,M9900,58.08,0.48,16.39,29.03,22.26
9926,新海,2016/12,16.83,15.46,1.7,11.09,135.83,48,"701,580",-11.7,3.86,3.86,1.6,M9700,2029.28,0.38,11.85,81.22,30.81
9927,泰銘,2016/12,9.69,8.57,3.8,16.75,265.65,21.04,"434,260",-11.2,7.34,7.34,2.5,M9900,62.87,1.45,4.17,48.94,87.6
9928,中視,2016/12,-45.8,-35.48,-3.93,-47.93,11.51,89.38,"-61,857",-17.84,0,0,0,M9900,-7.45,0.18,72.72,55.39,5.02
9929,秋雨,2016/12,-1.59,19.4,0.8,27.86,202.35,21.06,"-84,331",-11.25,0,0,0,M9900,74.26,0.4,11.52,111.09,31.69
9930,中聯資源,2016/12,10.46,9.08,2.71,14.11,69.69,38.27,"981,186",-11.21,5.29,5.29,2.8,M9900,63.57,0.98,23.97,48.12,15.23
9931,欣高,2016/12,10.22,17.04,1.81,10.95,58.71,52.53,"313,540",-13.33,3.81,3.81,1.2,M9700,23627.67,0.31,4.37,42.36,83.49
9933,中鼎,2016/12,5.9,4.27,2.92,15.1,50.5,69.51,"15,140,050",5.15,5.34,5.34,2.6,,50.52,1.12,388.65,30.93,0.94
9934,成霖,2016/12,3.01,-2.5,-1.31,-7.44,106.97,57.66,"1,826,374",-3.24,6.08,6.08,0.98,M9900,-3.41,1.32,3.77,62.48,96.69
9935,慶豐富,2016/12,3.48,1.81,0.42,5.72,66.84,66.89,"80,435",7.15,0,0,0,M9900,2.95,1.01,4.6,57.91,79.36
9937,全國,2016/12,3.56,3.91,2.28,15.53,18.01,39.38,"948,773",-12.08,5.03,5.03,2,M9700,67.46,2.34,82.09,2.38,4.45
9938,百和,2016/12,21.81,16.21,5,17.85,106.63,40.72,"2,172,924",12.56,3.14,3.14,3,M9900,40.91,0.65,2.13,64.84,171.7
9939,宏全,2016/12,10.12,7.21,4.02,9.27,52.86,53.72,"4,322,464",-0.41,4.74,4.74,2.5,M9900,7.46,0.58,7.5,54.8,48.66
9940,信義,2016/12,7.09,12.18,1.46,9.88,57.15,60.67,"2,987,511",0.87,4.08,3.11,1,M9900,19.86,0.34,0.84,37.38,435.21
9941,裕融,2016/12,14.27,10.46,6.41,15.76,92.63,89.32,"-13,400,517",4.39,6.23,6.23,4.81,M9900,,0.17,30.6,1646.64,11.93
9942,茂順,2016/12,20.74,16.44,5.86,17.77,243,25.92,"630,988",6.24,4.74,4.74,4,M9900,249.62,0.78,2.32,134.18,157.41
9943,好樂迪,2016/12,17.79,23.68,4.72,18.69,225.65,17.18,"589,522",-4.75,7.81,7.81,4,M2700,748.69,0.65,59.71,2,6.11
9944,新麗,2016/12,5.21,2.39,0.67,2.73,97.73,41.64,"305,643",-8.45,1.44,1.44,0.3,M9900,11.12,0.67,4.82,76.23,75.65
9945,潤泰新,2016/12,14.07,64.16,5.9,24.52,19.79,53.16,"1,330,311",1.07,5.43,0,0,M9900,32.84,0.17,0.44,51.08,838.6
9946,三發地產,2016/12,18.44,14.91,1.53,8.59,30.35,53.53,"1,029,688",-46.16,4.72,4.72,0.5,M2500,498.99,0.25,0.22,6.95,1645.72
9955,佳龍,2016/12,-4.99,-5.22,-1.22,-5.89,25.48,43.43,"-274,117",4.45,0,0,0,M9900,-17.64,0.67,2.04,5.71,178.51
9958,世紀鋼,2016/12,7.05,3.13,0.39,2.81,79.42,60.01,"190,858",-24.57,3.11,3.11,0.3,M2000,2.58,0.36,2.15,153.29,169.93
1101,台泥,2015/12,10.33,7.39,1.56,4.36,111.48,46.95,"21,763,392",-20.83,4.87,4.87,1.33,M1100,5.62,0.32,8.15,91.09,44.76
1102,亞泥,2015/12,6.09,7.44,1.55,3.12,65.61,42.66,"13,592,303",-14.67,4.01,4.01,1.1,M1100,5.14,0.24,7.08,102.7,51.57
1103,嘉泥,2015/12,14.47,7.55,0.34,1.28,420.56,48.7,"303,390",-28.22,1.05,1.05,0.1,M1100,1.86,0.09,2.47,57.55,147.89
1104,環泥,2015/12,3.36,26.78,2.22,8.7,103.81,19.88,"847,608",-11.27,4.89,4.44,1,M1100,101.84,0.26,13.93,85.11,26.21
1108,幸福,2015/12,12.43,9.22,1.16,10.64,71.52,38.32,"1,018,144",-1.07,8.42,8.42,0.85,M1100,15.46,0.62,1.16,74.4,313.95
1109,信大,2015/12,1.33,-1.32,0.04,-0.86,151.96,26.03,"506,352",-12.99,1.99,1.99,0.2,M1100,1.44,0.49,4.73,61.89,77.2
1110,東泥,2015/12,3.84,7.78,0.25,1.65,317.41,7.92,"209,846",-10.63,1.27,1.27,0.2,M1100,268.58,0.2,3.5,87.82,104.34
1201,味全,2015/12,-6.81,-10.85,-3.78,-21.2,29.71,76.78,"-477,137",-19.14,0,0,0,M1200,-4.18,0.53,1.82,48.38,200.18
1203,味王,2015/12,10.84,6.93,1.12,8.91,119.47,38.13,"725,123",5.34,4.37,4.37,1,M1200,41.32,0.8,3.07,27.67,119.07
1210,大成,2015/12,1.97,0.62,0.87,2.48,63.16,51.91,"3,106,288",-14.7,3.38,3.38,0.7,M1200,5.41,1.92,9.47,27.3,38.55
1213,大飲,2015/12,2.66,2.24,0.32,2.46,310.37,19.52,"52,896",4.89,6.6,0,0,M1200,1789.17,0.89,16.14,64.9,22.62
1215,卜蜂,2015/12,5.34,4.36,2.57,13.68,49.45,46.24,"670,687",-5.56,8.7,8.7,2,M1200,31.02,1.74,11.54,37.62,31.63
1216,統一,2015/12,5.2,5.19,2.48,14.1,53.75,60.97,"50,877,015",-0.52,3.64,3.64,2,M1200,12.26,1.04,8.1,16.09,45.08
1217,愛之味,2015/12,-4.74,1.49,0.1,0.61,48.71,46.52,"5,344",12.22,0,0,0,M1200,1.5,0.32,4.06,49.89,89.83
1218,泰山,2015/12,-1.28,1.55,0.36,3.66,102.18,56.06,"-65,555",-10.92,0,0,0,M1200,2.45,1.03,8.61,44.09,42.4
1219,福壽,2015/12,0.64,0.64,0.31,1.59,99.6,49.05,"-405,276",-7.69,1.71,1.71,0.25,M1200,6.12,1.39,5.56,41.55,65.65
1220,台榮,2015/12,3.42,3.27,0.67,4.74,281.78,25.47,"307,574",-13.11,4.65,4.65,0.5,M1200,26.37,1.03,5.12,81.64,71.29
1225,福懋油,2015/12,8.24,5.43,2.55,18.45,133.57,47.69,"420,908",-12.28,3.9,3.9,1,M1200,20.17,1.67,8.06,45.26,45.31
1227,佳格,2015/12,12.88,10.79,3.47,21.5,143.42,34.22,"2,673,005",17.04,3.29,1.95,1.6,M1200,147.77,1.32,4.67,62.65,78.16
1229,聯華,2015/12,5.7,26.54,1.59,6.71,53.93,17.32,"1,662,725",0.04,7.63,6.32,1.2,M1200,35.05,0.21,4.43,60.31,82.39
1231,聯華食,2015/12,5.47,5.56,2.41,13.22,90.17,56.58,"375,606",9.56,5.84,4.67,1.32,M1200,14.25,1.02,3.98,65.05,91.61
1232,大統益,2015/12,5.83,5.18,5.7,25.3,197.93,23.69,"1,383,937",-18.66,6.67,6.67,5,M1200,602.23,3.64,8.15,19.47,44.78
1233,天仁,2015/12,8.7,9.81,2.31,14.4,110.49,26.87,"237,529",-0.77,5.55,5.55,2,M1200,301.51,1.07,3.09,42.39,118.13
1234,黑松,2015/12,1.25,9.75,1.54,3.57,237.47,21.22,"-416,478",5.74,4.78,4.78,1.5,M1200,82.71,0.29,2.38,28.02,153.11
1235,興泰,2015/12,-5.92,41.58,0.8,3.48,203.03,47.93,"7,884",-34.4,0,0,0,M1200,3.25,0.04,1.44,161.42,253.06
1236,宏亞,2015/12,4.62,4.39,0.94,5.38,77.66,43.22,"274,730",-2.3,3.26,3.26,0.7,M1200,31.08,0.7,5.22,53.38,69.86
1256,鮮活果汁-KY,2015/12,13.74,8.67,7.76,24.54,103.21,46.65,"206,339",17.14,3,3,4,,34.01,1.58,10.49,19.35,34.79
1301,台塑,2015/12,5.48,16.12,4.85,10.79,214.18,32.13,"40,832,004",-11.56,4.68,4.68,3.6,M1300,26.9,0.45,8.58,22.87,42.55
1303,南亞,2015/12,6.2,12.04,4.5,10.75,235.5,34.22,"63,214,686",-7.89,5.41,5.41,3.3,M1300,25.69,0.57,6.12,60.62,59.66
1304,台聚,2015/12,3.38,2.93,0.85,5.05,155.53,46,"2,866,523",-12.28,3.85,3.85,0.5,M1300,10.04,0.9,6.01,52.45,60.69
1305,華夏,2015/12,6.62,5.87,1.64,13.13,170.89,45.16,"390,455",-4.93,7.95,6.62,1,M1300,31.87,1.17,6.07,35.4,60.16
1307,三芳,2015/12,11.91,9.77,2.85,13.54,174.57,39.82,"2,475,309",0.76,5.16,4.39,1.7,M1300,35.47,0.82,4.87,49.59,74.91
1308,亞聚,2015/12,7.94,10.4,1.08,6.03,144.46,14.04,"795,469",-6.81,4.64,3.48,0.6,M1300,315.17,0.51,5.5,27.75,66.34
1309,台達化,2015/12,0.85,0.4,0.21,1.97,107.79,63.4,"1,418,336",-18.66,0,0,0,M1300,2.35,1.68,10.96,65.11,33.3
1310,台苯,2015/12,7.19,4.37,1.31,9.37,103.04,44.64,"1,614,541",-22.94,5.87,5.87,1,M1300,17.81,1.23,18.3,17.89,19.94
1312,國喬,2015/12,9.12,8.25,1.62,8.98,130.84,18.17,"3,939,556",-17.73,5.16,5.16,0.8,M1300,98.4,0.84,9.72,41.8,37.54
1313,聯成,2015/12,-0.69,-0.4,-0.15,-0.94,124.97,51.31,"2,771,913",-18.08,2.06,2.06,0.2,M1300,0.02,1.08,8.72,23.85,41.85
1314,中石化,2015/12,-6.86,0.32,0.04,0.16,226.69,29.7,"490,046",-21.33,0,0,0,M1300,1.75,0.34,13.01,28.27,28.05
1315,達新,2015/12,2.82,8.98,1.34,3.48,292.37,23.07,"317,111",-8.84,4.81,4.81,1.1,M1300,30.45,0.3,3.25,61.82,112.25
1316,上曜,2015/12,-12.36,-14.78,-0.88,-6.91,50.95,47.74,"-379,817",4.35,0,0,0,M1700,-5.57,0.25,0.42,84.93,870.08
1319,東陽,2015/12,8.26,7.71,2.87,9.33,76.38,47.26,"5,102,980",6.22,3.46,3.46,1.4,M1300,15.05,0.63,6.4,79.99,57.07
1321,大洋,2015/12,-0.44,0.81,0.17,0.75,50.12,52.9,"82,458",-14.35,0,0,0,M1300,3.19,0.45,6.55,31.5,55.75
1323,永裕,2015/12,12.55,9.47,2.55,15.25,208,47.68,"763,234",-10,6.34,6.34,1.55,M1300,19.77,0.83,5.13,72.8,71.15
1324,地球,2015/12,5.1,4.54,0.77,5.94,275.8,24.04,"29,550",-11.98,3.6,3.6,0.4,M1300,3111.42,0.97,5.34,57.62,68.32
1325,恒大,2015/12,9.14,8.85,1,5.09,1108.46,7.84,"288,662",-7.93,3.33,3.33,0.7,M1300,2209.82,0.53,5.75,61.57,63.45
1326,台化,2015/12,5.88,9.6,4.72,9.63,199.88,35.07,"67,372,964",-17.96,4.73,4.73,3.5,M1300,16.61,0.63,6.65,36,54.91
1337,再生-KY,2015/12,10.93,7.83,1.5,3.83,349.08,9.05,"238,220",-7.39,2.76,1.66,0.3,M1300,37.13,0.43,11.38,102.1,32.07
