代號,名稱,年/月,營業利益率,稅後淨利率,每股盈餘,ROE(A)－稅後,速動比率,負債比率,來自營運之現金流量,營收成長率,股利殖利率,現金股利率,普通股每股現金股利（盈餘及公積）,交易所主產業代碼,利息保障倍數,總資產週轉次數,存貨週轉率（次）,平均收帳天數,平均售貨天數
1515,力山,2018/12,8.79,6.45,2.2,18.39,86.69,63.63,"1,021,402",16.36,2.8,2.8,2,M1500,16.08,0.92,6.93,91.14,52.71
1516,川飛,2018/12,1.88,1.78,0.51,4.5,1376.48,6.27,"59,226",16.23,2.92,0,0,M9900,34.66,2.33,0,80.98,0
1517,利奇,2018/12,-5.05,3.07,0.41,1.8,263.01,29.28,"93,993",6.48,2.5,2.5,0.25,M1500,,0.64,4.08,92.84,89.4
1519,華城,2018/12,0.22,0.89,0.23,1.72,82.28,55.13,"630,108",2.16,1.59,1.59,0.3,M1500,3.52,0.86,2.84,152.9,128.62
1521,大億,2018/12,4.86,5.6,4.19,16.87,71.51,46.45,"453,193",-7.96,7.17,7.17,3.8,M1500,443.48,1.58,5.91,58.83,61.73
1522,堤維西,2018/12,3.72,3.65,2,9.24,53.6,69.18,"1,498,345",3.48,5.39,5.39,1.3,M1500,6.29,0.8,2.95,59.24,123.65
1524,耿鼎,2018/12,9.71,8.07,1.09,8.81,60.58,54.33,"464,185",-8.42,4.98,4.98,0.5,M1500,12.7,0.48,3.66,58.99,99.71
1525,江申,2018/12,2.66,33.88,6.17,11.33,56.34,17.37,"-53,507",14.43,3.23,3.23,1.8,M1500,269.15,0.27,7.27,47.62,50.23
1526,日馳,2018/12,10.84,10.71,2.69,15.59,88.61,43.22,"43,568",-5.15,3.07,3.07,1,M1500,21.08,0.65,1.61,65.37,226.23
1527,鑽全,2018/12,19.42,27.64,7.48,30.3,48.12,74.24,"904,167",-2.68,8.79,8.79,4,M1500,13.08,0.26,5.32,80.67,68.56
1528,恩德,2018/12,1.75,0.82,0.22,1.62,89.63,55.14,"-379,162",9.86,1.99,1.99,0.2,M1500,2.71,0.85,2.08,101.83,175.2
1529,樂士,2018/12,9.35,11.38,0.71,6.92,117.13,25.65,"12,364",-46.15,1.14,1.14,0.2,M1500,331.39,0.47,14.7,73.03,24.83
1530,亞崴,2018/12,6.99,6.84,3.45,10.98,62.15,59.73,"30,652",15.13,6.78,6.78,2,M1500,13.94,0.63,1.91,111.38,190.89
1531,高林股,2018/12,6.93,4.71,0.68,3.29,303.36,19.06,"-441,415",18.08,3.1,3.1,0.5,M1500,17.99,0.57,2.11,118.71,173.25
1532,勤美,2018/12,13.6,13.17,4.76,12.43,68.91,55.42,"3,364,138",24.57,6.97,6.97,2.7,M1500,10.09,0.47,0.89,90.39,409.02
1533,車王電,2018/12,7.74,7.25,2.71,8.48,87.6,47.93,"29,976",16.06,2.2,2.2,0.8,M1500,19.27,0.61,1.65,78.5,221.57
1535,中宇,2018/12,0.26,0.91,0.79,3.23,100.32,62.9,"-379,371",8.45,3.7,3.7,1.1,M1500,21.69,1.38,2021.77,59.08,0.18
1536,和大,2018/12,18.68,17.34,4.85,18.39,84.07,55.89,"1,149,789",6.46,2.9,2.9,3.5,M1500,23.47,0.48,2.87,93.56,127.37
1537,廣隆,2018/12,14.64,11.58,12.03,26.06,166.75,32.62,"1,163,345",9.22,6.9,6.9,10,M1500,254.3,1.53,3.79,53.85,96.41
1538,正峰新,2018/12,-22.24,-23.48,-1.77,-26.93,23.38,74.31,"-46,980",-34.28,0,0,0,M1500,-4.88,0.32,3.57,66.09,102.37
1539,巨庭,2018/12,4.51,12.77,5.07,7.81,67.42,56.41,"196,460",-7.36,8.24,8.24,1.8,M1500,6.37,0.82,3.84,36.47,94.97
1540,喬福,2018/12,13.97,21.59,1.59,9.66,277.85,24.18,"171,055",9.29,9.43,9.43,1.5,M1500,72.45,0.36,1.82,57.12,200.45
1541,錩泰,2018/12,1.33,2.19,1,6.98,87.04,60.46,"182,761",-1.71,3.03,3.03,1,M1500,15.33,1.26,5.82,137.67,62.68
1558,伸興,2018/12,15.62,14.11,15.26,20.29,260.18,28.84,"1,422,225",11.27,8.15,8.15,11,M1500,160.69,0.98,9.92,64.46,36.79
1560,中砂,2018/12,15.02,13.63,4.92,16.27,96.57,31.4,"699,928",13.45,6.03,6.03,3.5,M1500,179.48,0.86,3.37,66.72,108.38
1568,倉佑,2018/12,4.12,3.79,0.92,5.95,88.94,55.39,"89,337",-25.52,3.09,3.09,0.65,M1500,5.96,0.69,2.74,118.68,133.37
1582,信錦,2018/12,13.02,10.1,5.88,15.44,244.2,33.82,"440,397",-0.7,10.14,10.14,6.5,M2300,1668.34,1.04,12.59,133.89,28.99
1583,程泰,2018/12,9.48,9.14,5.41,13.25,63.77,59.04,"-225,455",10.61,5.91,5.91,3,M1500,14.73,0.57,1.59,108.08,229.27
1587,吉茂,2018/12,3.18,2.65,0.6,3.36,68.73,53.58,"25,658",7.95,1.62,0.54,0.1,M1500,5.18,0.58,1.66,76.02,219.74
1589,永冠-KY,2018/12,-3.95,-4.42,-2.48,-3.05,160.92,43.01,"-137,115",-3.26,0,0,0,M1500,-0.74,0.43,4.09,121.61,89.27
1590,亞德客-KY,2018/12,26.66,18.2,15.02,17.17,68.72,51.18,"3,964,119",13.73,1.68,1.68,5.05,M1500,17.97,0.49,2.01,121.98,181.96
1592,英瑞-KY,2018/12,-6.18,-8.31,-3.53,-12.19,48.4,63.87,"93,607",-17.41,0,0,0,M1500,-1.66,0.58,1.65,66.43,221.1
1598,岱宇,2018/12,1.53,2.29,1.2,6.03,40.77,70.41,"-44,734",24.66,1.97,0.99,0.35,M1700,3.7,0.81,3.33,56.56,109.77
1603,華電,2018/12,5.19,5.21,0.82,2.61,108.66,37.36,"70,078",-7.11,2.11,2.11,0.5,M1600,13.98,0.32,3.37,159.42,108.36
1604,聲寶,2018/12,1.92,9.68,1.52,10.37,65.63,47.51,"-19,622",-7.37,9.87,9.87,1.4,M1600,37.94,0.58,3.64,33.82,100.39
1605,華新,2018/12,5.78,6.26,3.53,15.78,86.62,40.25,"3,019,281",13.78,7.16,7.16,1.2,M1600,25.37,1.45,6,29.14,60.85
1608,華榮,2018/12,1.83,-6.55,-1.46,-7.16,80.32,36.19,"1,312,104",3.14,0,0,0,M1600,-33.17,0.71,2.73,49.58,133.78
1609,大亞,2018/12,1.84,3.08,0.83,7.15,111.06,60.37,"430,282",10.96,6.9,2.96,0.3,M1600,3.96,0.96,4.9,63.94,74.53
1611,中電,2018/12,-4.76,1.46,0.17,0.72,273.71,18.16,"-198,828",-13.08,1.65,1.65,0.15,M1600,26.03,0.37,2.74,114.88,133.04
1612,宏泰,2018/12,4.66,3.16,0.39,2.68,262.05,13.8,"174,563",8.41,3.36,3.36,0.32,M1600,75.53,0.74,3.63,64.55,100.55
1614,三洋電,2018/12,5.03,4.11,0.78,3.92,126.61,19.89,"221,528",-0.45,4.04,4.04,0.91,M1600,41.27,0.76,3.87,20.25,94.22
1615,大山,2018/12,6.75,5.84,1.76,12.07,99.38,31.59,"131,540",23,8.54,8.54,1.35,M1600,45.59,1.41,5.82,46.9,62.68
1616,億泰,2018/12,0.77,0.34,0.06,0.66,60.23,48.13,"51,429",6.85,0,0,0,M1600,3.24,0.94,2.76,69.53,132.01
1617,榮星,2018/12,5.41,5.99,1.5,12.62,122.85,43.14,"327,560",7.9,7.94,7.94,1,M1600,16.97,1.1,9.6,80.35,38.01
1618,合機,2018/12,0.43,-0.49,-0.04,-0.26,585.45,7.5,"188,435",0.02,3.51,3.51,0.3,M1600,412.98,0.49,3.53,75.84,103.39
1626,艾美特-KY,2018/12,0.64,-0.17,-0.12,-0.71,46.04,70.44,"672,080",5.89,0,0,0,M1600,1.66,1.31,3.82,54.25,95.51
1701,中化,2018/12,4.44,4.84,1.24,6.49,102.39,47.05,"152,926",21.38,4.42,4.42,0.8,M1700,12.96,0.72,2.46,97.85,148.39
1702,南僑,2018/12,9.13,5.81,4.09,17.32,82.34,71.52,"2,006,568",6.49,5.74,5.74,2.7,M1200,8.34,0.82,5.27,37.08,69.25
1707,葡萄王,2018/12,25.59,20.58,9.57,28.51,69.22,34.89,"2,417,429",-2.18,3.4,3.4,6.5,M1700,172.95,0.89,3.52,6.59,103.84
1708,東鹼,2018/12,12.74,8.65,1.74,6.21,73.46,52.48,"760,488",4.94,3.94,1.97,0.5,M1700,3.82,0.36,7.59,46,48.12
1709,和益,2018/12,5.03,3.98,0.77,5.1,50.85,33.58,"-181,269",11.35,3.38,3.38,0.5,M1700,31.16,0.9,2.78,39.89,131.09
1710,東聯,2018/12,10.27,7.43,2.01,13.09,42.02,48.93,"4,219,614",11.05,6.78,6.78,1.75,M1700,9.64,0.89,14.34,23.7,25.46
1711,永光,2018/12,5.27,4.24,0.73,5.11,66.3,42.9,"747,755",4.92,3.08,3.08,0.5,M1700,6.72,0.7,2.09,68.51,175.01
1712,興農,2018/12,5.19,4.05,1.74,10.69,69.56,52.83,"1,269,033",4.92,7.76,7.76,1.3,M1700,13.52,1.2,4.5,44.66,81.19
1713,國化,2018/12,2.9,17.19,0.76,5.05,2247.2,6.46,"17,454",1.18,3.74,3.74,0.71,M1700,,0.27,3.59,71.17,101.67
1714,和桐,2018/12,2.46,1.44,0.26,3.01,123.61,42.9,"1,131,576",-3.3,2.31,2.31,0.15,M1700,3.49,1.16,6.49,65.19,56.27
1717,長興,2018/12,4.19,3.45,1.25,6.99,150.96,60.22,"2,883,250",4.21,3.84,3.84,0.9,M1700,4.23,0.78,4.58,125.43,79.65
1718,中纖,2018/12,12.07,10.78,1.13,7.9,9.75,91.92,"8,457,822",12.19,7.35,0.98,0.1,M1700,14.24,0.06,11.77,112.37,31.01
1720,生達,2018/12,10.87,11.98,2.09,10.13,141.14,34.05,"484,935",-7.16,4.76,4.76,1.5,M1700,58.46,0.56,2.67,90.97,136.84
1721,三晃,2018/12,-1.05,0.43,0.07,0.64,119.45,44.57,"183,340",1.26,0,0,0,M1700,1.62,0.83,4.43,73.12,82.39
1722,台肥,2018/12,10.53,18.68,2.33,4.57,335.81,33.53,"1,787,725",4.77,5.09,5.09,2.2,M1700,7074.43,0.16,4.07,41.68,89.78
1723,中碳,2018/12,20.75,17.71,6.5,21.3,95.78,37.22,"1,797,545",37.14,3.87,3.87,5.3,M1700,226.15,0.75,10.95,25.2,33.33
1724,台硝,2018/12,4.89,4.83,0.76,4.91,77.92,31.62,"409,026",-4.27,3.86,3.86,0.5,M1700,29.97,0.69,6.5,80.57,56.19
1725,元禎,2018/12,2.09,2.24,1.2,7.25,202.42,42.1,"378,165",-4.46,5.81,5.81,0.84,M1700,20.3,1.77,54.19,47.61,6.73
1726,永記,2018/12,9.25,9.28,4.61,8.93,358.46,15.94,"280,231",5.02,4.96,4.96,3.5,M1700,16705.85,0.81,2.94,95.56,124.25
1727,中華化,2018/12,4.23,3.76,0.9,6.64,79.44,41.98,"348,883",8.07,4.29,4.29,0.6,M1700,15.8,1.01,6.01,110.74,60.75
1730,花仙子,2018/12,12.12,10.68,4.96,21.1,142.48,42.15,"317,913",47.47,5.45,5.45,3.5,M1700,136.14,1.23,4.85,69.15,75.19
1731,美吾華,2018/12,12.25,6.74,0.57,4.36,139.04,35.67,"228,458",-28.68,4.05,4.05,0.5,M1700,23.41,0.43,2.01,228.88,181.98
1732,毛寶,2018/12,1.83,1.23,0.16,1.63,198.9,24.83,"30,420",-4.98,0,0,0,M1700,776.77,0.99,3.06,62.69,119.12
1733,五鼎,2018/12,11.12,4.58,0.95,5.66,182.84,35.42,"67,566",13.83,2.86,2.86,0.85,,15.52,0.78,2.49,74.08,146.7
1734,杏輝,2018/12,-5.38,-5.55,0.05,-3.49,173.99,41.77,"79,502",3.83,0.52,0.52,0.1,M1700,-3.29,0.37,2.75,89.48,132.63
1735,日勝化,2018/12,2.01,0.28,0.1,0.74,88.52,53.68,"39,874",10.55,0.98,0.98,0.15,M1700,3.84,1.21,4.75,100.53,76.88
1736,喬山,2018/12,0.24,1.79,1.29,4.7,86.64,64.49,"980,671",11.61,2,2,0.65,M1700,3.19,0.95,2.26,124.1,161.67
1737,臺鹽,2018/12,13.94,15.08,2.26,7.44,437.15,15.98,"449,834",8.86,6.04,6.04,1.8,M1200,177197.67,0.41,5.76,20.43,63.42
1760,寶齡富錦,2018/12,15.09,11.3,2.09,14.56,234.67,26.4,"78,908",16.19,2.16,2.16,1.8,M1700,3880.02,0.91,2.28,80.8,160.34
1762,中化生,2018/12,3.04,22.98,3.02,12.31,57.4,38.42,"234,664",-12.74,5.26,5.26,1.2,M1700,23.1,0.31,1.91,66.56,190.71
1773,勝一,2018/12,13.09,11.58,6.2,19.98,138.82,21.05,"619,915",17.46,5.99,5.99,5,M1700,19266.57,1.36,7.54,47.76,48.38
1776,展宇,2018/12,-0.74,-1.28,-0.49,-2.04,121.82,42.81,"-46,840",-9.49,5.19,5.19,0.8,M1700,-1.28,0.93,4.78,91.69,76.29
1783,和康生,2018/12,10.8,13.34,0.82,6.96,93.68,25.76,"170,581",0.03,2.88,2.88,0.68,M1700,15.27,0.38,2.78,90.73,131.49
1786,科妍,2018/12,24.47,26.36,1.66,8.72,218.11,36.43,"111,699",27.54,2.67,2.67,1.6,M1700,35.7,0.2,3.02,69.19,120.79
1789,神隆,2018/12,15.84,12.57,0.56,4.23,259.31,16.11,"1,231,594",0.22,2.03,2.03,0.49,M1700,7.12,0.28,1.3,58.32,279.85
1795,美時,2018/12,6.98,1.93,0.42,1.62,105.2,48.29,"796,978",0.08,0,0,0,M1700,1.51,0.42,3.16,68.53,115.63
1802,台玻,2018/12,5.04,2.24,0.37,2.12,64.12,43.89,"4,244,769",2.72,2.33,2.33,0.3,M1800,3.17,0.55,4.77,76.02,76.46
1805,寶徠,2018/12,-110.34,-117.09,-1.17,-13.97,5.65,58.8,"-231,748",-69.11,0,0,0,M2500,-8.23,0.05,0.07,15.69,5195.49
1806,冠軍,2018/12,-8.04,-11.39,-1.32,-8.51,73.02,41.84,"142,026",2.66,0,0,0,M1800,-3.97,0.45,1.87,65.87,195.1
1808,潤隆,2018/12,19.08,15.79,8.11,35.03,48.63,67.37,"7,016,988",194.07,14.71,14.71,8,M2500,12.61,0.57,0.68,25.15,536.44
1809,中釉,2018/12,-0.94,-0.77,0,-0.49,236.57,21.07,"73,454",2.42,1.9,1.9,0.2,M1800,0.2,0.5,2.31,104.34,157.96
1810,和成,2018/12,0.04,-1.41,-0.18,-1.36,75.61,48.62,"230,834",-4.26,2.56,2.56,0.2,M1800,0.98,0.5,2.13,111.38,171.05
1817,凱撒衛,2018/12,15.19,11.08,3.5,15.36,108.42,25.84,"364,699",1.02,6.22,6.22,2.3,M1800,128.1,1.04,2.61,39.01,139.63
1903,士紙,2018/12,-78.67,-76.33,-0.64,-6.06,27.14,59.46,"-132,580",17.29,0,0,0,M1900,-5.82,0.03,1.66,46.22,219.82
1904,正隆,2018/12,6.94,9.93,3.38,17.53,79.46,59.74,"5,693,087",-3.48,5.9,5.9,1.1,M1900,12.75,0.69,3.63,65.59,100.42
1905,華紙,2018/12,2.46,2.22,0.4,2.94,63.89,42.43,"583,741",5.19,3.62,3.62,0.35,M1900,8.25,0.78,5.96,53.12,61.2
1906,寶隆,2018/12,0.81,25.35,3.33,7.47,45.12,36.08,"-120,816",9.08,3.4,3.4,0.5,M1900,42.06,0.23,49.81,18.21,7.33
1907,永豐餘,2018/12,3.09,2.56,0.87,4.33,84.77,60.3,"4,942,822",14.48,5.33,5.33,0.6,M1900,3.87,0.66,6.36,72.15,57.36
1909,榮成,2018/12,5.09,1.74,0.82,3.64,49,69.21,"4,231,685",11.98,3.51,3.51,0.5,M1900,1.92,0.71,11.51,100.72,31.72
2002,中鋼,2018/12,8.38,6.96,1.58,8.27,30.21,49.18,"65,104,198",15.46,4.12,4.12,1,M2000,10.59,0.6,3.72,16.02,98.06
2006,東和鋼鐵,2018/12,3.21,2.24,0.88,3.7,26.72,50.55,"-5,439,003",25.26,6.32,6.32,1.2,M2000,6.59,0.89,3.08,31.55,118.32
2007,燁興,2018/12,1.6,0.12,0.03,0.24,16.77,70.92,"153,589",9.37,0,0,0,M2000,1.15,0.46,5.03,12.52,72.59
2008,高興昌,2018/12,-11.62,-12.48,-0.88,-7.03,34.67,54.77,"-152,021",11.25,0,0,0,M2000,-2.26,0.26,2.92,22.14,124.87
2009,第一銅,2018/12,-0.39,2.74,0.24,2.21,56.14,29.62,"555,350",1.94,0,0,0,M2000,9.31,0.56,2.04,28.55,178.58
2010,春源,2018/12,1.17,1.32,0.39,2.22,98.17,38.73,"-330,491",7.21,5.54,5.54,0.56,M2000,5.89,1.05,5.45,95.63,66.94
2012,春雨,2018/12,7.08,5.75,1.74,13.52,89.33,59.86,"-101,160",9.36,6.5,6.5,1.3,M2000,7.51,0.93,2.65,79.82,137.98
2013,中鋼構,2018/12,0.13,0.58,0.61,2.8,28.84,75.05,"-1,043,784",23.37,1.78,1.78,0.47,M2000,2.6,1.3,28.96,54.33,12.6
2014,中鴻,2018/12,5.96,6.29,2.11,22.73,21.86,55.83,"704,789",18.25,0.93,0.93,0.1,M2000,22.69,1.49,6.61,9.81,55.18
2015,豐興,2018/12,10.81,9.53,5.06,16.24,53.66,18.26,"595,752",24.75,6.84,6.84,4,M2000,443.66,1.42,5.17,18.02,70.63
2017,官田鋼,2018/12,2.25,2.96,0.51,2.76,47.24,38.92,"418,763",13.61,4.91,4.91,0.4,M2000,3.68,0.59,3.14,28.85,116.39
2020,美亞,2018/12,3.93,6.58,1.34,9.81,44.59,47.36,"375,841",-2.7,9.84,9.84,1.4,M2000,11.95,0.81,2.84,42.39,128.3
2022,聚亨,2018/12,0.61,0.07,-0.11,2.72,20.67,60.58,"110,156",41.91,0,0,0,M2000,2.14,0.72,3.56,23.45,102.48
2023,燁輝,2018/12,1.97,0.36,0.16,0.89,40.75,65.95,"2,336,596",3.79,2.91,0.97,0.1,M2000,1.28,0.85,6.68,23.4,54.64
2024,志聯,2018/12,7,5.17,0.77,6.31,58.06,48.57,"52,159",0.93,6.32,6.32,0.6,M2000,7.08,0.64,2.48,69.67,147.31
2025,千興,2018/12,-3,-18.11,-1.83,-46.82,39.64,61.48,"-239,571",-22.15,0,0,0,M2000,-36.36,1.31,5.09,0,71.7
2027,大成鋼,2018/12,11.06,7.96,5.83,21.85,122.75,54.51,"-5,084,957",29.94,7.13,7.13,3,M2000,7.48,1.09,1.67,29.86,218.89
2028,威致,2018/12,4.96,4.63,1.58,24.6,22.94,66.8,"487,947",14.14,0,0,0,M2000,6.89,1.67,5.81,10.72,62.84
2029,盛餘,2018/12,1.15,0.86,0.33,1.09,419.18,9.36,"811,402",-18.06,1.31,1.31,0.25,M2000,33.14,1.12,5.01,26.34,72.91
2030,彰源,2018/12,7.03,4.06,1.97,14.11,49.02,61.7,"854,924",6.03,7.91,7.91,1,M2000,6.68,1.28,3.04,32.21,120.23
2031,新光鋼,2018/12,4.93,11.5,3.17,14.58,61.2,58.14,"-427,206",4.1,4.82,4.82,1.5,M2000,9.03,0.56,2.34,102.07,155.95
2032,新鋼,2018/12,0.81,0.53,0.13,1,597.04,16.73,"73,931",9.96,1.43,1.43,0.13,M2000,67.77,1.54,8.02,71.58,45.49
2033,佳大,2018/12,1.39,1.46,0.15,1.24,95.08,21.22,"-22,603",5.59,2.08,2.08,0.2,M2000,6.75,0.68,3.19,87.78,114.3
2034,允強,2018/12,5.91,4.76,2.23,11.79,67.47,32.36,"2,325,459",-0.71,7.36,7.36,1.8,M2000,28.09,1.62,4.46,35.38,81.9
2038,海光,2018/12,-4,-2.5,-1.09,-5.12,43.16,54.92,"-823,641",54.62,0,0,0,M2000,-4.24,1,4.34,40.05,84.02
2049,上銀,2018/12,21.88,16.67,18.44,23.83,50.27,50.02,"5,149,855",38.59,3.3,3.17,7,M1500,42.47,0.68,2.47,65.27,147.7
2059,川湖,2018/12,39.19,40.04,18.64,18.84,877.73,10.1,"1,836,980",7.91,2.97,2.97,9.5,M2300,,0.42,4.7,82.6,77.68
2062,橋椿,2018/12,0.79,1.63,0.68,2.04,50.22,57.71,"197,086",12.74,0.9,0.9,0.3,M9900,3,0.53,3.05,65.98,119.6
2069,運錩,2018/12,0.6,10.18,5.9,26.31,42.1,55.06,"-1,123,053",0.12,10.5,10.5,2.5,M2000,12.84,1.07,4.86,42.88,75.13
2101,南港,2018/12,4.07,1.76,0.23,1.72,59.93,55.7,"1,078,710",-7.78,0.74,0.74,0.2,M2100,3.77,0.44,1.02,74.77,356.73
2102,泰豐,2018/12,-18.19,-24.47,-2.67,-14.36,195.08,43.46,"402,199",-10.34,0,0,0,M2100,-20.02,0.34,3.44,88.75,106.19
2103,台橡,2018/12,4.38,4.15,1.44,7.4,98.53,44.16,"1,872,988",-6.34,3.62,3.62,0.98,M2100,10.62,1,4.21,44.47,86.79
2104,國際中橡,2018/12,18.95,13.31,4.18,12.34,218.7,35.4,"3,316,674",21.47,7.19,3.85,1.5,M2100,13.88,0.57,6.29,78.63,57.99
2105,正新,2018/12,6.79,3.27,1.09,4.39,90.86,54.33,"14,854,561",-2.75,2.69,2.69,1.1,M2100,4.3,0.62,4.4,41.53,82.86
2106,建大,2018/12,1.81,2.19,0.79,3.73,139.19,52.64,"2,074,742",3.25,3.42,3.42,1,M2100,6.29,0.78,3.48,44.81,105.01
2107,厚生,2018/12,7.37,15.71,0.59,2.04,96.8,26.66,"424,770",-20.44,4.12,4.12,0.68,M2100,12.91,0.09,0.19,51.75,1961.06
2108,南帝,2018/12,14.05,11.53,3.12,20.56,388.08,18.35,"1,863,806",18.56,6.47,6.47,1.8,M2100,2031.56,1.46,10.99,41.33,33.2
2109,華豐,2018/12,0.87,-2.91,-0.76,-3.82,79.57,44.35,"311,301",-8.48,0,0,0,M2100,-0.96,0.73,3.85,60.4,94.88
2114,鑫永銓,2018/12,26.23,21.41,5.85,17.44,374.85,12.95,"457,707",12.85,6.89,6.27,5,M2100,950.18,0.68,3.77,47.73,96.87
2115,六暉-KY,2018/12,10.25,7.93,2.54,9.42,311.11,34.17,"322,913",-0.69,4.46,2.97,1,M2100,25.77,0.79,3.47,89.82,105.24
2201,裕隆,2018/12,2.29,4.37,1.39,4.7,93.2,73.61,"-40,675,588",-6.37,3.68,3.68,0.67,M2200,11.49,0.3,4.7,547.7,77.65
2204,中華,2018/12,5.44,11.16,2.64,7.06,253.61,13.53,"2,875,881",-10.38,7,7,1.7,M2200,295.47,0.54,6.72,31.5,54.32
2206,三陽工業,2018/12,-0.32,2.31,1.26,5.05,79.46,62.29,"387,147",-1.03,4.84,4.84,1,M2200,6.14,0.85,6.32,28.15,57.72
2207,和泰車,2018/12,9.12,6.24,18.36,20.51,90.65,74.61,"8,690,843",3.81,4.7,4.7,12,M2200,9.25,0.85,18.08,225.15,20.19
2208,台船,2018/12,-26.26,-23.82,-8.87,-50.14,12.99,73.78,"-664,770",-20.68,0,0,0,M2600,-126.78,0.58,8.53,32.16,42.79
2227,裕日車,2018/12,4.28,18.84,19.63,28.28,251.32,21.62,"1,486,211",-5.91,7.73,7.73,17.67,M2200,7700.66,1.21,0,10.89,0
2228,劍麟,2018/12,12.48,11.89,6.63,13.37,259.06,23.26,"537,396",-2.36,6.43,6.43,5,M1500,688.27,0.87,3.98,73.61,91.82
2231,為升,2018/12,30.86,25.84,9.48,27.4,105.56,40.47,"825,027",14.29,3.45,3.24,7.67,M1500,57.03,0.61,3.8,115.75,96.05
2233,宇隆,2018/12,20.54,16.17,7.05,16.21,162.27,26.28,"480,782",6.71,5.72,5.72,4,M1500,203.47,0.73,2.56,79.63,142.44
2236,百達-KY,2018/12,10.01,7.49,3.57,12.57,145.67,37.33,"33,855",5.71,3.58,0.36,0.1,M1500,18.66,0.99,3.09,116.75,118.05
2239,英利-KY,2018/12,8.93,6.64,9.89,11.68,62.7,56.8,"1,166,627",15.76,3.97,3.97,4.5,M2200,7.7,0.77,3.69,81.69,98.82
2243,宏旭-KY,2018/12,1.1,-1.66,-0.82,-3.45,54.69,75.62,"-76,432",-4.55,0,0,0,M2200,0.4,0.52,0.91,178.42,400.47
2301,光寶科,2018/12,3.61,3.85,3.42,10.73,100.18,62.12,"13,483,544",-3.47,7.19,7.19,2.92,M2300,13.32,1.07,6.02,86.95,60.63
2302,麗正,2018/12,2.69,5.31,0.17,1.69,110.39,16.86,"23,162",15.73,0,0,0,M2300,12.49,0.26,2.87,83.82,127.11
2303,聯電,2018/12,3.83,1.75,0.58,1.26,217.99,43.35,"50,934,976",1.32,4.95,4.95,0.59,M2300,1.77,0.4,7.04,54.11,51.82
2305,全友,2018/12,-21.99,-2.18,-0.1,-0.57,427.92,14.51,"-115,694",-9.54,0,0,0,M2300,33.49,0.21,2.57,42.59,142.03
2308,台達電,2018/12,7.66,7.87,7,13.65,148.09,46.76,"23,671,710",6.01,3.86,3.86,5,M2300,42.55,0.92,5.33,86.68,68.52
2312,金寶,2018/12,1.34,0.74,0.41,3.63,66.61,73.2,"-1,663,471",11.43,2.89,2.89,0.3,M2300,2.32,1.41,6.49,75.33,56.24
2313,華通,2018/12,9.09,4.72,2.01,10.36,113.41,59.26,"5,125,343",-5.81,4.04,4.04,0.8,M2300,9.26,0.89,6.69,97.13,54.59
2314,台揚,2018/12,0.69,0.65,0.23,1.88,105.28,53.37,"256,020",5.54,0.98,0.98,0.2,M2300,5.59,1.37,5.24,75.47,69.62
2316,楠梓電,2018/12,-1.49,5.44,1.34,4.2,237.5,40.75,"70,153",2.74,6.94,6.94,1,M2300,18.32,0.46,6.44,91.47,56.69
2317,鴻海,2018/12,2.57,2.45,8.03,10.37,113.92,60.59,"-40,156,222",12.47,5.65,5.65,4,M2300,4.07,1.56,8.37,78.82,43.62
2321,東訊,2018/12,-4.08,-2.29,-0.32,-9.66,87.79,71.54,"166,297",-21.28,0,0,0,M2300,-1.31,1.12,7.87,57.73,46.35
2323,中環,2018/12,-7.1,4.86,0.24,2.17,329.99,23.13,"273,184",-4.9,0,0,0,M2300,6.61,0.34,5.48,68.96,66.55
2324,仁寶,2018/12,0.96,0.99,2.05,8.65,102.37,71.7,"-15,262,849",9.02,6.88,6.88,1.2,M2300,5.47,2.54,12.61,71.88,28.95
2327,國巨,2018/12,47.84,43.86,80.3,74.56,91.64,51.95,"41,782,783",139.18,14.01,14.01,44.84,M2300,73.93,0.8,3.74,74.62,97.67
2328,廣宇,2018/12,4.46,4.97,2.29,11.01,137.15,45.77,"1,415,712",3.51,5.54,5.54,1.1,M2300,51.07,1.24,9.75,109.83,37.42
2329,華泰,2018/12,-2.67,-0.73,-0.2,-2,43.76,67.21,"235,987",9.38,0,0,0,M2300,-1.88,0.91,9.79,68.07,37.3
2330,台積電,2018/12,37.19,34.05,13.54,21.95,242.1,19.74,"573,954,308",5.53,3.55,3.55,8,M2300,131.28,0.51,6.02,44.5,60.59
2331,精英,2018/12,-1.02,0.07,0.04,0.19,108.9,52.46,"-722,945",6.17,0,0,0,M2300,1.38,1.4,8.66,58.8,42.14
2332,友訊,2018/12,1.28,0.75,0.16,1.53,114.88,45.38,"978,672",0.35,1.66,1.66,0.2,M2300,13.33,1.11,4.37,79.82,83.45
2337,旺宏,2018/12,17.62,24.34,4.94,32.11,90.76,46.89,"10,092,506",8.06,6.54,6.54,1.2,M2300,65.63,0.72,1.66,50.34,220.5
2338,光罩,2018/12,8.99,5.05,1.02,5.77,100.02,33.4,"-159,439",102.23,4.19,4.19,0.83,M2300,37.54,0.83,6,68.03,60.85
2340,光磊,2018/12,13.76,12.17,1.47,8.85,215.88,26.13,"739,828",-4.03,2.75,2.75,0.5,,29.81,0.53,3.08,110.02,118.46
